id,erl_id,area_of_focus,documentation_artifact,artifact_description,scf_control_mappings,scf_version,import_id,created_at,updated_at
aa8cf63f-3b1d-4893-860a-ef1cae53bc07,E-DCH-01,Data Protection,Data Classification Scheme,Documented evidence of an organization-specific data classification scheme.,"[""AST-04.1"",""DCH-02""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
aacc9b45-3831-46ab-be7b-a53717e717f5,E-HRS-12,Human Resources,Role Review,Documented evidence of a formal review process to ensure personnel roles currently reflect business needs.,"[""IAC-07"",""IAC-07.1"",""IAC-08"",""IAC-17""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
ab8ec8d2-ba0a-4581-93a4-0b54d920844a,E-HRS-18,Human Resources,Provisioning Checklist (Onboarding),Documented evidence of personnel management practices to formally onboard personnel into their assigned roles.,"[""HRS-03"",""HRS-03.1"",""HRS-04.2"",""HRS-05.7"",""HRS-10"",""IAC-07"",""IAC-28""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
ae8cc252-4de5-4642-9b31-cd8f075798a3,E-HRS-05,Human Resources,Role Assignment - CISO,Documented evidence of a formal role assignment to the Chief Information Security Officer (CISO) position.,"[""GOV-04""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
b147e8aa-3565-4466-ab5c-3bf999eb0cf7,E-CHG-03,Change Management,Change Control Board (CCB) Minutes,Documented evidence of Change Control Board (CCB) meeting minutes,"[""CHG-02.2""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
b28165e9-05ed-40eb-8c45-84a5bc5c4623,E-BCM-04,Business Continuity,COOP Root Cause Analysis (RCA),"Documented evidence of a Root Cause Analysis (RCA) from any Continuity of Operations Plan (COOP)-related training, testing or incident.","[""BCD-05""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
b28f28c5-67cc-4428-acc6-0f0356285b96,E-AAT-05,Artificial Intelligence (AI) & Autonomous Technologies Governance,Risk Management Decision Makers for Artificial Intelligence and Autonomous Technologies (AAT),"Documented evidence of diversity of demographics, disciplines, experience, expertise and backgrounds for mapping, measuring and managing Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks.","[""AAT-07""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
b2e2c474-32a3-409e-93c0-28d2bfa60c05,E-AST-04,Asset Management,Asset Inventories - Hardware,"Documented evidence of an inventory of the organization's technology hardware assets. ","[""AST-02""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
b5fcdf32-3f7f-49fd-a476-345e2cabc3ee,E-PRI-05,Privacy,Data Sharing Agreement,"Documented evidence of formal data sharing practices that address, at a minimum:
• The business justification for the data sharing;
• The type / category of data being shared;
• The third-parties the data is being shared with;
• Lawful bases for data sharing; and
• Data subject rights.","[""PRI-01.5"",""PRI-07"",""PRI-07.1"",""PRI-07.2""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
b66914d7-44cb-48dd-8ab0-fad829ea9721,E-HRS-01,Human Resources,Position Categorization,"Documented evidence of a discrete roles for cybersecurity & data privacy functions (e.g., position categorization). ","[""GOV-04"",""HRS-01"",""HRS-02"",""HRS-03"",""HRS-03.1""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
b80156a5-e55e-4cb9-9c01-a5d0e1806271,E-PRI-04,Privacy,Data Protection Impact Assessment (DPIA),Documented evidence of Data Protection Impact Assessment (DPIA).,"[""RSK-10""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
bb1e854e-d348-4c65-9b27-658e0ee16da9,E-RSK-04,Risk Management,Cybersecurity Risk Assessment (RA),Documented evidence of a cybersecurity-specific risk assessment.,"[""RSK-02"",""RSK-02.1"",""RSK-03"",""RSK-04"",""RSK-05"",""VPM-02"",""VPM-03""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
bb7d5450-c04d-4c9b-9824-41d274737263,E-CHG-04,Change Management,Evidence of Cybersecurity / Data Privacy Reviews,Documented evidence of Change Control Board (CCB) meeting-related cybersecurity and/or data privacy reviews for proposed change(s).,"[""CHG-02.3"",""CHG-03""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
bc378a6d-3a4a-4eb7-9cf4-26284c2739b2,E-MON-06,Event Log Monitoring,Automated Event Escalation & Reporting,"Documented evidence of a capability for selected events to alert applicable personnel, or roles, based on the type of event. This can be demonstrated by the configuration of a Security Incident Event Manager (SIEM), or similar technology, that helps automate event log analysis and reporting.","[""MON-01"",""MON-01.1"",""MON-01.3"",""MON-01.4"",""MON-01.12""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
bc9a2888-d2db-45a1-9fb2-9772843989a6,E-TPM-03,Third-Party Management,Third-Party Service Reviews,"Documented evidence of a formal, annual stakeholder review of third-party services for each Third-Party Service Provider (TSP).","[""TPM-01"",""TPM-03.2"",""TPM-03.3"",""TPM-04.1"",""TPM-05"",""TPM-05.5"",""TPM-08"",""TPM-09""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
be347e7a-9a8e-47da-9a92-9f89b4b4cc40,E-AST-17,Asset Management,Secure Baseline Configurations - Minor Applications,Documented evidence of secure baseline configurations for all deployed types of minor applications.,"[""CFG-02"",""CFG-03"",""CFG-02.5""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
be74fc4a-9d7d-4b0b-a727-780fe279d802,E-HRS-19,Human Resources,Deprovisioning Checklist (Offboarding),Documented evidence of personnel management practices to formally offboard personnel from their assigned roles due to employment termination or role change.,"[""HRS-06.2"",""HRS-09"",""HRS-09.1"",""HRS-09.2"",""HRS-09.3"",""IAC-07"",""IAC-07.1"",""IAC-07.2""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
c027fd6f-9262-44cf-918c-7e3bb72a84c3,E-BCM-12,Business Continuity,Backups - Remote,Documented evidence of event logs for the off-site / remote data backup solution.,"[""BCD-11"",""BCD-11.2"",""BCD-11.6""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
c044ab03-0c14-42d3-9ab9-3b71384d9bf9,E-VPM-03,Vulnerability Management,Penetration Testing - Network,Documented evidence of internal and external network penetration testing activities that focus on discovering and exploiting security vulnerabilities.,"[""VPM-07""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
c0a46aca-9a9b-4b78-a3e6-fd33a4e226d1,E-GOV-10,Cybersecurity & Data Protection Management,Cybersecurity & Data Protection Controls,"Documented evidence of an appropriately-scoped cybersecurity & data protection controls. Controls are technical, administrative or physical safeguards. Controls are the nexus used to manage risks through preventing, detecting or lessening the ability of a particular threat from negatively impacting business processes. Controls directly map to standards, since control testing is designed to measure specific aspects of how standards are actually implemented.","[""GOV-09"",""CPL-01"",""CPL-01.2"",""BCD-13"",""BCD-13.1"",""SEA-01.1"",""SEA-01.2""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
c33dfa36-018c-4036-bd15-98e7d34f3660,E-RSK-09,Risk Management,Risk Catalog,Documented evidence of a risk catalog.,"[""RSK-03.1""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
c3b9c67c-618d-4c7c-9491-691ccefdb858,E-BCM-06,Business Continuity,COOP Testing,Documented evidence of a Continuity of Operations Plan (COOP)-related testing activity.,"[""BCD-03.1"",""BCD-04""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
c6c01fc8-bf4e-449b-a1cb-4801f0e82b6d,E-GOV-02,Cybersecurity & Data Protection Management,Charter - Data Privacy Program,Documented evidence of a charter to establish and resource the organization's data privacy program.,"[""GOV-01"",""PRI-01""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
c6d753eb-8719-48f7-a536-497d35d842b9,E-IRO-10,Incident Response,Chain of Custody,"Documented evidence of an in-house, or externally contracted, capability to perform digital forensics and maintain the integrity of the chain of custody, in accordance with applicable laws, regulations and industry-recognized secure practices.","[""IRO-08""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
cae29293-25c0-4052-8d53-a36709321d9d,E-CHG-02,Change Management,Charter - Change Control Board (CCB),Documented evidence of the organization's Change Control Board (CCB) charter and mission to govern the organization's change control processes.,"[""CHG-01"",""CHG-02"",""CHG-02.1""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
ccc1fa0b-6608-4864-b82b-08f682ab8eaa,E-TDA-01,Technology Design & Acquisition,Secure Software Development Principles (SSDP),"Documented evidence of a Secure Software Development Principles (SSDP). This is program-level documentation in the form of a runbook, playbook or a similar format provides guidance on organizational practices that support existing policies and standards.","[""SEA-01"",""TDA-01"",""TDA-14"",""TDA-14.1"",""TDA-14.2""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
ced0ec95-62e8-4f8c-91d5-82cd2bf8e033,E-RSK-02,Risk Management,Supply Chain Risk Management (SCRM) Plan,"Documented evidence of a Supply Chain Risk Management (SCRM) Plan. This is program-level documentation in the form of a playbook, concept of operations or a similar format provides guidance on organizational practices that support existing policies and standards. ","[""IRO-10.4"",""RSK-09"",""TPM-03"",""TPM-05"",""TPM-05.2""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
d09b4066-a4e2-4ee7-bd7e-fe85de3c8ebe,E-IRO-11,Incident Response,Incident Reporting Capability,"Documented evidence of a capability to provide situational awareness of incidents to internal stakeholders and generated necessary reporting to affected clients, applicable third-parties and regulatory authorities.","[""IRO-10"",""IRO-10.2""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
d107d6bc-438d-45b5-99af-634715ba7be0,E-THR-06,Threat Management,Threat Catalog,Documented evidence of a threat catalog.,"[""THR-09""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
d24a3e44-7e23-4065-9da1-c3102a89692b,E-AST-05,Asset Management,Asset Inventories - Software,"Documented evidence of an inventory of the organization's software assets. ","[""AST-02""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
d2f90ff8-1385-46c5-8976-54e300f0a476,E-BCM-07,Business Continuity,COOP Training,Documented evidence of a Continuity of Operations Plan (COOP)-related training activity.,"[""BCD-03"",""BCD-04""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
d491f83c-8bb2-41fb-a705-94622abb6d5a,E-GOV-06,Cybersecurity & Data Protection Management,Charter - Risk Committee,"Documented evidence of an executive steering committee, or advisory board, that is formed to perform oversight of risk management decisions and is comprised of key cybersecurity, technology, risk, privacy and business executives.","[""GOV-01.2"",""CPL-02""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
d5264057-9af3-4cef-8f7e-b23651765e54,E-GOV-11,Cybersecurity & Data Protection Management,Cybersecurity & Data Protection Procedures,"Documented evidence of an appropriate appropriately-scoped cybersecurity & data protection procedures. Procedures are a documented set of steps necessary to perform a specific task or process in conformance with an applicable standard. Procedures help address the question of how the organization actually operationalizes a policy, standard or control. The result of a procedure is intended to satisfy a specific control. Procedures are also commonly referred to as “control activities.”","[""GOV-02"",""OPS-01.1"",""BCD-13"",""BCD-13.1""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
d69fd66d-acb9-45f8-91cd-5d6669b25e75,E-IAO-01,Information Assurance,Information Assurance Program (IAP),"Documented evidence of a Information Assurance Program (IAP). This is program-level documentation in the form of a runbook, playbook or a similar format provides guidance on organizational practices that support existing policies and standards.","[""IAO-01"",""IAO-02.4""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
d7e66638-4930-4d65-80e7-4b9d8c7b17c7,E-GOV-13,Cybersecurity & Data Protection Management,Measures of Performance (Metrics),"Documented evidence of formal measure of performance that are used to track the health of the cybersecurity & data protection program (e.g., metrics, KPIs, KRIs).","[""GOV-01.2"",""GOV-05"",""GOV-05.2"",""CPL-02""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
daec45ea-5f09-423e-bf6e-853f5d52be07,E-HRS-06,Human Resources,Role Assignment - COO,Documented evidence of a formal role assignment to the Chief Operations Officer (COO) position.,"[""GOV-04""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
dc24017f-5313-415e-a378-c331244528e4,E-HRS-08,Human Resources,Role Assignment - CPO,Documented evidence of a formal role assignment to the Chief Privacy Officer (CPO) position.,"[""GOV-04"",""PRI-01.1""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
dc48215c-6bd3-409c-a7e3-ac90974a5704,E-CHG-01,Change Management,Business Impact Analysis (BIA),Documented evidence of a Business Impact Analysis (BIA) for proposed changes.,"[""RSK-08"",""TDA-06.1""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
dda9de75-a779-44d3-a1e3-e84bd4de13d6,E-VPM-06,Vulnerability Management,Attack Surface Scope,"Documented evidence of the organization defining its attack surface (e.g., may be in the form of graphical network diagrams or other forms of written documentation).","[""VPM-01.1""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
dddedf29-6e7b-4356-984e-2f8c3b686af7,E-IRO-04,Incident Response,IRP Testing,Documented evidence of an Incident Response Plan (IRP)-related testing activity.,"[""IRO-06""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
dffab384-9502-4fc4-b85a-57d62090d868,E-DCH-06,Data Protection,Third-Party Inventories,"Documented evidence of an inventory of Third-Party Service Providers (TSP), contractors, vendors, etc. that directly or indirectly impact the organization's data, systems, applications, services and/or processes.","[""TPM-01.1""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
e0e9a328-545e-4a4d-9cda-0b39e9ab89a5,E-MON-03,Event Log Monitoring,Privileged User Oversight,Documented evidence of privileged user activity being logged and included as part of the centralized event log collection and review/analysis process.,"[""MON-01.14"",""MON-01.15""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
e11630f8-41c0-418e-9b9b-0e724e320f71,E-HRS-22,Human Resources,Rules of Behavior,"Documented evidence of personnel management practices to define ""acceptable use"" or ""rules of behavior"" criteria that specify acceptable and unacceptable user behaviors. ","[""HRS-02"",""HRS-02.1"",""HRS-03"",""HRS-05"",""HRS-05.1"",""HRS-05.2"",""HRS-05.3"",""HRS-05.4"",""HRS-05.5"",""HRS-10""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
e2211dec-5f24-435e-84d5-5480c6afc5d8,E-CAP-02,Capacity Management,Resource Prioritization,"Documented evidence of resource prioritization to maintain business performance requirements for critical systems, applications and/or services.","[""CAP-02""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
e3585bf4-1e25-42bf-bb7a-750b43cc1e33,E-AAT-03,Artificial Intelligence (AI) & Autonomous Technologies Governance,Secure Development Practices for Artificial Intelligence and Autonomous Technologies (AAT).,Documented evidence of industry-recognized secure practices to develop and maintain trustworthy Artificial Intelligence and Autonomous Technologies (AAT).,"[""AAT-01.2""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
e664f4c9-a8eb-45e2-81bd-d8faec20dbdd,E-TDA-09,Technology Design & Acquisition,Security Architecture View,"Documented evidence that identifies security-relevant system elements and their interfaces:
• Define security context, domains, boundaries, and external interfaces of the system;
• Align the architecture with (a) the system security objectives and requirements, (b) security design characteristics; and
• Establish traceability of architecture elements to user and system security requirements.","[""CLD-02"",""SEA-01"",""SEA-02"",""SEA-03""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
e6911a7b-1fae-4c3d-a6b0-9037774467c1,E-BCM-05,Business Continuity,COOP Updates,Documented evidence of a periodic review process for the organization's Continuity of Operations Plan (COOP) to identify necessary updates.,"[""BCD-06""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
e7078a84-af82-4f20-97f7-89a71cf83fda,E-BCM-10,Business Continuity,Backups,Documented evidence of a Continuity of Operations Plan (COOP)-related data backup scheme that demonstrates the methods of data backup (including protection measures) for all data types to ensure business continuity requirements.,"[""BCD-11"",""BCD-11.1""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
e70e079e-c25f-4049-a2b9-149646f11596,E-AST-13,Asset Management,Secure Baseline Configurations - Cloud-Based Services,Documented evidence of secure baseline configurations for all deployed types of cloud-based services or applications.,"[""CFG-02"",""CFG-03"",""CFG-02.5""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
e8724f27-9603-4184-aefa-d2d7238493d8,E-AAT-10,Artificial Intelligence (AI) & Autonomous Technologies Governance,Source Data Identification for Artificial Intelligence and Autonomous Technologies (AAT),Documented evidence of data sources utilized in the training and/or operation of Artificial Intelligence and Autonomous Technologies (AAT).,"[""AAT-12.1""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
eb5fa80a-fcab-4cda-9897-75a682e559c2,E-VPM-05,Vulnerability Management,Vulnerability Assessments,Documented evidence of internal and external vulnerability assessment activities.,"[""VPM-06"",""VPM-06.6"",""VPM-06.7""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
eb9fb185-63d2-478e-9810-032a39baeddd,E-PRM-03,Resource Management,Secure Development Lifecycle (SDLC),Documented evidence of a secure development lifecycle that the organization utilizes for new initiatives or significant changes to existing initiatives to ensure cybersecurity & data privacy principles are identified and implemented by default.,"[""PRM-04"",""PRM-05"",""PRM-06"",""PRM-07""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
ec05046b-3f26-4520-b575-a5541eff3b1d,E-NET-03,Network Security,Work From Anywhere (WFA) Guidance (remote workers),"Documented evidence of administrative and technical measures that are enforced at ""alternate work sites"" which includes working from home or working while traveling on business.","[""NET-14"",""NET-14.5""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
ec17a4dc-c5eb-42ce-b234-fc6ecfe41d7c,E-BCM-08,Business Continuity,COOP Criticality Analysis,Documented evidence of a Continuity of Operations Plan (COOP)-related criticality analysis.,"[""BCD-02"",""TDA-06.1""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
eee9b33e-3fb4-4b10-b413-f44c4319590a,E-BCM-02,Business Continuity,Recovery Time Objectives (RTOs),Documented evidence of Recovery Time Objectives (RTOs) that guide Continuity of Operations Plan (COOP)-related operations.,"[""BCD-01.4""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
ef2c6282-22f1-4dca-9572-fbd97cd6f783,E-TPM-01,Third-Party Management,Third-Party Contracts,Documented evidence of third-party contractual obligations for cybersecurity & data privacy protections.,"[""PRI-07"",""PRI-07.1"",""PRI-07.2"",""TPM-01"",""TPM-03.2"",""TPM-03.3"",""TPM-04.1"",""TPM-05"",""TPM-04.3"",""TPM-05.3"",""TPM-05.6"",""TPM-06"",""TPM-10"",""TPM-11""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
efc1b05c-beb9-4e2f-850b-724c3bb29cf3,E-HRS-09,Human Resources,Role Assignment - CRO,Documented evidence of a formal role assignment to the Chief Risk Officer (CRO) position.,"[""GOV-04""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
f2b723ee-8bef-4008-afda-d8290c48451f,E-TPM-04,Third-Party Management,Service Level Agreements (SLAs),Documented evidence of third-party Service Level Agreements (SLAs) to support business operations.,"[""BCD-09.3"",""BCD-10.1"",""OPS-03""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
f3bf01cb-5d0a-41d3-ab4e-ac144376b5c6,E-NET-04,Network Security,Network Security Controls (NSC),"Documented evidence of the organization's network security controls (e.g., boundary protections, content filtering, wireless infrastructure, etc.).","[""NET-01""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
f44540cb-d576-4887-bb1c-aef1ed02eac3,E-PES-03,"Physical Security ",Defined Physical Security Roles,Documented evidence of defined physical access control-specific roles that limit physical access to rooms and/or facilities.,"[""PES-02"",""PES-02.1""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
f557273f-044b-481b-aa0a-f1274dbfd750,E-IRO-05,Incident Response,Table Top Exercises,"Documented evidence of ""table top"" exercises that test incident response practices.","[""IRO-05""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
f5af1bae-216b-443d-b703-12f56d2a1bc5,E-HRS-26,Human Resources,Vital Cybersecurity & Data Privacy Staff,Documented evidence of personnel management practices to formally identify vital cybersecurity & data privacy personnel.,"[""HRS-13.2""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
f6e11e94-e304-4a86-ae6d-f16ed3daf209,E-IRO-06,Incident Response,IRP Training,Documented evidence of an Incident Response Plan (IRP)-related training activity.,"[""IRO-05""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
f7610782-84d0-457c-a994-cf831bed08d1,E-AST-09,Asset Management,Computer Lifecycle Plan (CLP),Documented evidence of a Computer Lifecycle Plan (CLP) that describes how the life of technology assets is managed.,"[""SEA-07"",""SEA-07.1"",""TDA-17""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
f7b067d5-a745-4236-bdf6-497010bbc4e3,E-HRS-21,Human Resources,Position Competency Requirements,Documented evidence of personnel management practices to define minimum competency requirements for cybersecurity & data privacy-related roles.,"[""HRS-03.2"",""HRS-04"",""HRS-04.1""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
f84370d9-e15e-4721-82b1-a0700226ad1f,E-TDA-06,Technology Design & Acquisition,Multi Patient Harm View (MPHV),Documented evidence of a description of a Multi Patient Harm View (MPHV) that explains how the device / system defends against and/or responds to attacks with the potential to harm multiple patients. [note MPHV is specific to medical device manufacturers],"[""TDA-01.1"",""TDA-02"",""TDA-04"",""TDA-04.1""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
f8734207-91c7-4230-b057-713edbbd4f33,E-GOV-04,Cybersecurity & Data Protection Management,Charter - Data Privacy Steering Committee,"Documented evidence of an executive steering committee, or advisory board, that is formed to perform oversight of privacy management decisions and is comprised of key cybersecurity, technology, risk, privacy and business executives.","[""GOV-01.2"",""CPL-02""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
f96eee60-64df-43aa-99f4-23a6b238b39e,E-THR-01,Threat Management,Indicators of Exposure (IOE),Documented evidence of defined Indicators of Exposure (IOE).,"[""THR-02""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
fc9543ee-de11-4ab5-9cce-4cb9586aa923,E-PES-04,"Physical Security ",Site Security Plan (Site Plan),Documented evidence of a site security plan (site plan).,"[""PES-01.1""]",2025.1.1,,2025-07-19 21:33:19.80058+00,2025-07-19 21:33:19.80058+00
